6.500000e-01	1.810650e+03
6.500000e-01	2.214690e+03
6.500000e-01	2.102270e+03
6.500000e-01	2.428920e+03
6.500000e-01	3.729950e+03
6.500000e-01	1.992170e+03
6.500000e-01	2.285100e+03
6.500000e-01	2.054870e+03
6.500000e-01	1.861250e+03
6.500000e-01	1.944370e+03
6.500000e-01	2.486930e+03
6.500000e-01	2.282520e+03
6.500000e-01	2.302450e+03
6.500000e-01	2.026680e+03
7.000000e-01	1.524210e+03
6.500000e-01	2.283770e+03
6.500000e-01	2.125750e+03
6.500000e-01	3.572220e+03
6.500000e-01	2.239180e+03
7.000000e-01	1.669080e+03
7.000000e-01	1.684950e+03
7.000000e-01	1.849420e+03
7.000000e-01	1.671540e+03
7.000000e-01	1.780180e+03
7.000000e-01	1.701600e+03
6.500000e-01	4.157900e+03
7.000000e-01	1.921680e+03
7.000000e-01	1.751160e+03
7.000000e-01	2.153130e+03
7.000000e-01	1.610570e+03
7.000000e-01	1.995790e+03
7.000000e-01	1.717440e+03
7.000000e-01	1.613440e+03
7.000000e-01	1.569880e+03
7.000000e-01	1.930610e+03
7.000000e-01	1.699750e+03
7.000000e-01	1.250010e+03
6.500000e-01	7.613820e+03
7.000000e-01	1.632300e+03
7.500000e-01	1.608780e+03
7.500000e-01	2.210520e+03
7.500000e-01	2.533950e+03
7.500000e-01	1.828820e+03
7.500000e-01	1.640550e+03
7.500000e-01	2.544270e+03
8.000000e-01	2.271340e+03
8.000000e-01	1.645030e+03
8.000000e-01	1.985690e+03
8.000000e-01	1.796510e+03
7.500000e-01	6.580580e+03
8.000000e-01	1.783530e+03
8.000000e-01	1.504220e+03
8.000000e-01	1.897430e+03
8.000000e-01	1.638450e+03
8.500000e-01	1.008789e+04
8.500000e-01	1.126016e+04
9.000000e-01	8.939730e+03
9.000000e-01	1.033626e+04
9.000000e-01	9.996620e+03
9.000000e-01	9.894770e+03
1.050000e+00	8.601220e+03
1.050000e+00	9.279320e+03
1.050000e+00	9.256900e+03
1.050000e+00	1.034190e+04
7.500000e-01	3.835789e+04
8.500000e-01	2.834769e+04
8.000000e-01	3.743758e+04
1.100000e+00	9.374130e+03
1.100000e+00	8.556740e+03
7.500000e-01	4.222468e+04
8.000000e-01	3.414993e+04
1.150000e+00	8.066660e+03
1.100000e+00	1.027011e+04
1.100000e+00	1.343656e+04
1.150000e+00	1.015622e+04
8.000000e-01	4.104322e+04
1.150000e+00	9.732270e+03
8.000000e-01	3.966944e+04
1.200000e+00	8.792350e+03
7.500000e-01	4.859572e+04
1.150000e+00	1.047191e+04
1.200000e+00	1.015808e+04
1.200000e+00	9.396300e+03
1.000000e+00	2.942147e+04
8.000000e-01	4.288458e+04
1.200000e+00	1.271108e+04
9.500000e-01	3.499813e+04
7.500000e-01	5.275643e+04
8.500000e-01	4.183576e+04
1.650000e+00	7.709900e+03
9.500000e-01	4.114785e+04
8.000000e-01	5.011926e+04
1.450000e+00	1.160518e+04
1.450000e+00	1.102293e+04
1.650000e+00	8.445510e+03
1.350000e+00	1.282531e+04
1.500000e+00	1.100589e+04
1.650000e+00	9.303260e+03
9.500000e-01	4.297504e+04
1.650000e+00	7.584450e+03
1.500000e+00	1.136538e+04
1.500000e+00	1.137552e+04
1.650000e+00	7.646890e+03
1.600000e+00	1.083163e+04
1.500000e+00	1.144011e+04
1.650000e+00	8.328150e+03
1.350000e+00	1.404486e+04
1.350000e+00	1.484001e+04
1.650000e+00	8.101770e+03
1.650000e+00	8.283040e+03
1.650000e+00	7.722910e+03
1.450000e+00	1.354450e+04
1.650000e+00	9.007250e+03
1.450000e+00	1.321179e+04
1.000000e+00	3.896134e+04
1.600000e+00	1.225252e+04
7.000000e-01	6.280081e+04
6.000000e-01	8.172418e+04
1.350000e+00	1.747101e+04
1.400000e+00	1.585102e+04
1.000000e+00	4.310902e+04
1.400000e+00	1.686799e+04
1.600000e+00	1.478433e+04
6.000000e-01	8.129976e+04
1.600000e+00	1.558804e+04
6.000000e-01	8.705981e+04
1.400000e+00	2.074984e+04
5.500000e-01	9.636330e+04
6.000000e-01	8.310497e+04
6.000000e-01	8.661380e+04
6.000000e-01	9.261772e+04
6.000000e-01	9.142122e+04
1.400000e+00	2.602676e+04
6.000000e-01	9.323860e+04
6.000000e-01	9.187125e+04
9.500000e-01	5.729813e+04
8.000000e-01	7.270843e+04
6.000000e-01	9.340059e+04
6.000000e-01	9.542382e+04
6.000000e-01	9.075177e+04
6.000000e-01	9.330383e+04
1.250000e+00	3.731891e+04
1.000000e+00	5.595651e+04
5.500000e-01	1.024906e+05
6.000000e-01	9.870129e+04
6.000000e-01	9.260031e+04
6.000000e-01	9.726039e+04
7.500000e-01	7.864677e+04
6.000000e-01	9.419402e+04
5.500000e-01	1.045571e+05
1.250000e+00	4.150343e+04
1.250000e+00	4.135991e+04
1.550000e+00	3.527106e+04
5.500000e-01	1.065364e+05
5.500000e-01	1.117428e+05
5.500000e-01	1.083876e+05
1.250000e+00	4.323247e+04
6.000000e-01	1.006179e+05
6.000000e-01	1.075946e+05
1.550000e+00	4.002185e+04
5.500000e-01	1.108959e+05
5.500000e-01	1.135395e+05
1.550000e+00	4.325710e+04
5.500000e-01	1.146971e+05
5.500000e-01	1.166421e+05
1.550000e+00	4.504848e+04
5.500000e-01	1.145740e+05
5.500000e-01	1.145916e+05
5.500000e-01	1.194148e+05
5.500000e-01	1.176840e+05
5.500000e-01	1.186510e+05
5.500000e-01	1.168123e+05
7.500000e-01	9.648796e+04
6.000000e-01	1.113079e+05
8.000000e-01	9.308564e+04
1.700000e+00	4.691766e+04
1.700000e+00	4.856516e+04
1.700000e+00	5.236143e+04
5.500000e-01	1.320835e+05
1.700000e+00	5.431385e+04
7.500000e-01	1.078141e+05
1.700000e+00	5.149537e+04
1.700000e+00	5.460908e+04
5.500000e-01	1.332305e+05
5.500000e-01	1.325355e+05
1.700000e+00	5.255533e+04
1.700000e+00	5.543754e+04
7.500000e-01	1.117240e+05
1.700000e+00	5.718732e+04
1.700000e+00	6.077990e+04
5.500000e-01	1.365418e+05
1.750000e+00	7.460114e+04
1.750000e+00	7.443144e+04
1.750000e+00	7.608182e+04
1.750000e+00	7.566943e+04
1.750000e+00	7.751672e+04
1.750000e+00	7.806453e+04
1.750000e+00	7.804126e+04
1.750000e+00	8.082446e+04
1.750000e+00	7.988095e+04
1.750000e+00	8.194991e+04
1.750000e+00	8.101742e+04
1.750000e+00	8.457271e+04
1.750000e+00	8.448654e+04
1.750000e+00	8.381904e+04
1.750000e+00	8.617602e+04
1.750000e+00	8.639985e+04
1.750000e+00	8.744833e+04
8.000000e-01	1.428320e+05
1.750000e+00	9.055225e+04
1.750000e+00	9.049640e+04
1.750000e+00	9.246761e+04
5.000000e-01	1.871345e+05
5.000000e-01	1.999618e+05
1.800000e+00	1.104825e+05
1.800000e+00	1.101100e+05
1.800000e+00	1.115860e+05
1.800000e+00	1.110354e+05
1.800000e+00	1.118198e+05
1.800000e+00	1.125768e+05
1.800000e+00	1.111404e+05
1.800000e+00	1.130099e+05
1.800000e+00	1.129523e+05
1.800000e+00	1.122337e+05
1.800000e+00	1.114687e+05
1.800000e+00	1.129185e+05
1.800000e+00	1.102744e+05
1.800000e+00	1.128961e+05
1.800000e+00	1.134220e+05
1.800000e+00	1.117158e+05
1.800000e+00	1.120273e+05
5.000000e-01	2.049435e+05
5.000000e-01	2.040995e+05
1.800000e+00	1.126820e+05
5.000000e-01	2.062861e+05
5.000000e-01	2.060920e+05
1.800000e+00	1.138122e+05
1.800000e+00	1.140409e+05
5.000000e-01	2.087923e+05
5.000000e-01	2.094775e+05
8.000000e-01	1.683724e+05
5.000000e-01	2.106673e+05
5.000000e-01	2.118862e+05
5.000000e-01	2.125443e+05
5.000000e-01	2.092193e+05
5.000000e-01	2.096477e+05
5.000000e-01	2.205385e+05
5.000000e-01	2.204590e+05
1.300000e+00	1.490233e+05
5.000000e-01	2.281877e+05
5.000000e-01	2.281275e+05
1.300000e+00	1.548407e+05
8.000000e-01	1.970592e+05
5.000000e-01	2.280596e+05
7.500000e-01	2.018581e+05
5.000000e-01	2.370993e+05
1.300000e+00	1.674625e+05
5.000000e-01	2.388140e+05
1.300000e+00	1.738428e+05
7.500000e-01	2.383726e+05
7.500000e-01	2.480772e+05
7.500000e-01	2.839364e+05
8.000000e-01	2.831590e+05
7.500000e-01	3.973777e+05
